PLAYERPLAYER,TEAMTEAM,WWinsCredited to the pitcher whose team assumes a lead while such pitcher is in the game and does not relinquish such lead unless otherwise assigned by the official scorer.WWinsCredited to the pitcher whose team assumes a lead while such pitcher is in the game and does not relinquish such lead unless otherwise assigned by the official scorer.,LLossesCredited to the pitcher in the game when his team relinquishes — and never regains — the lead.LLossesCredited to the pitcher in the game when his team relinquishes — and never regains — the lead.,ERAEarned Run AverageThe average number of earned runs a pitcher allows per 9 innings.(ERx9)/IPERAEarned Run AverageThe average number of earned runs a pitcher allows per 9 innings.(ERx9)/IP,GGamesGames in which the pitcher threw at least one pitch.GGamesGames in which the pitcher threw at least one pitch.,"GSGames StartedGames started by the pitcher, as defined by who threw the first pitch for their team.GSGames StartedGames started by the pitcher, as defined by who threw the first pitch for their team.",CGComplete GamesWhen a pitcher starts and finishes the entire game without relief.CGComplete GamesWhen a pitcher starts and finishes the entire game without relief.,SHOShutoutsWhen a pitcher throws a complete game and allows no runs.SHOShutoutsWhen a pitcher throws a complete game and allows no runs.,"SVSavesAwarded to the relief pitcher who finishes a game for the winning team, under certain circumstances.SVSavesAwarded to the relief pitcher who finishes a game for the winning team, under certain circumstances.",SVOSave OpportunitiesAppearances in which a pitcher enters the game with a chance to earn a save.SVOSave OpportunitiesAppearances in which a pitcher enters the game with a chance to earn a save.,"IPInnings PitchedNumber of putouts recorded while the pitcher was on the mound, divided by three, with .1 representing 1/3 of an inning and .2 representing 2/3.IPInnings PitchedNumber of putouts recorded while the pitcher was on the mound, divided by three, with .1 representing 1/3 of an inning and .2 representing 2/3.",HHitsHits allowed by a pitcher.HHitsHits allowed by a pitcher.,RRunsRuns allowed by a pitcher.RRunsRuns allowed by a pitcher.,EREarned RunsEarned runs allowed by a pitcher.EREarned RunsEarned runs allowed by a pitcher.,HRHome RunsHome runs allowed by a pitcher.HRHome RunsHome runs allowed by a pitcher.,HBHit BatsmenWhen a batter is struck by a pitched ball which he is not attempting to hit.HBHit BatsmenWhen a batter is struck by a pitched ball which he is not attempting to hit.,BBWalksWalks allowed by a pitcher.BBWalksWalks allowed by a pitcher.,caret-upcaret-downSOStrikeoutsWhen a pitcher throws any combination of three swinging or looking strikes to a hitter.caret-upcaret-downSOStrikeoutsWhen a pitcher throws any combination of three swinging or looking strikes to a hitter.,WHIPWalks and Hits Per Inning PitchedThe ratio of walks plus hits to innings pitched.(W+H)/IPWHIPWalks and Hits Per Inning PitchedThe ratio of walks plus hits to innings pitched.(W+H)/IP,AVGBatting Average AgainstThe rate of hits per at bat against a pitcher.H/ABAVGBatting Average AgainstThe rate of hits per at bat against a pitcher.H/AB
332LouisL VarlandVarlandP332‌‌‌,MIN,0,6,7.61,16,7,0,0,0,0,49.2,68,44,42,12,4,16,49,1.69,.318
332AngelA ZerpaZerpaP332‌‌‌,KC,2,0,3.86,60,0,0,0,0,1,53.2,59,24,23,6,2,19,49,1.45,.273
341DylanD FloroFloroP341‌‌‌,AZ,6,4,3.80,66,0,0,0,0,1,68.2,65,31,29,5,1,17,48,1.19,.252
341DednielD NúñezNúñezP341‌‌‌,NYM,2,0,2.31,25,0,0,0,1,2,35.0,24,11,9,3,0,8,48,0.91,.189
341KeatonK WinnWinnP341‌‌‌,SF,3,8,7.16,12,12,0,0,0,0,55.1,56,44,44,9,4,20,48,1.37,.268
341DannyD YoungYoungP341‌‌‌,NYM,4,1,4.54,42,0,0,0,0,0,37.2,29,22,19,3,7,18,48,1.25,.210
345RyanR BurrBurrP345‌‌‌,TOR,0,2,4.13,34,4,0,0,0,1,32.2,29,16,15,4,1,12,47,1.26,.228
345DavisD MartinMartinP345‌‌‌,CWS,0,5,4.32,11,10,0,0,0,0,50.0,50,25,24,5,5,23,47,1.46,.260
345ElvisE PegueroPegueroP345‌‌‌,MIL,7,4,2.98,52,0,0,0,2,6,51.1,52,22,17,4,2,27,47,1.54,.264
345EduardoE RodriguezRodriguezP345‌‌‌,AZ,3,4,5.04,10,10,0,0,0,0,50.0,56,29,28,8,1,19,47,1.50,.277
345LandenL RouppRouppP345‌‌‌,SF,1,2,3.58,23,4,0,0,0,0,50.1,43,21,20,2,1,26,47,1.37,.226
345CollinC SniderSniderP345‌‌‌,SEA,3,4,1.94,42,0,0,0,0,2,41.2,36,14,9,5,0,13,47,1.18,.231
351MatthewM BoydBoydP351‌‌‌,CLE,2,2,2.72,8,8,0,0,0,0,39.2,32,16,12,4,2,13,46,1.13,.213
351BryceB ElderElderP351‌‌‌,ATL,2,5,6.52,10,10,0,0,0,0,49.2,64,37,36,8,2,17,46,1.63,.311
351JasonJ FoleyFoleyP351‌‌‌,DET,3,6,3.15,69,0,0,0,28,32,60.0,51,28,21,5,2,20,46,1.18,.228
351ChadC GreenGreenP351‌‌‌,TOR,4,6,3.21,53,0,0,0,17,20,53.1,41,20,19,8,2,14,46,1.03,.216
351TommyT KahnleKahnleP351‌‌‌,NYY,0,2,2.11,50,0,0,0,1,1,42.2,30,16,10,5,2,19,46,1.15,.190
351MaxM MeyerMeyerP351‌‌‌,MIA,3,5,5.68,11,11,0,0,0,0,57.0,62,38,36,14,3,19,46,1.42,.276
351CarmenC MlodzinskiMlodzinskiP351‌‌‌,PIT,5,5,3.38,40,4,0,0,0,2,50.2,41,22,19,3,2,19,46,1.18,.223
351CionelC PérezPérezP351‌‌‌,BAL,2,0,4.53,62,0,0,0,2,3,53.2,47,29,27,0,5,28,46,1.40,.232
351TonyT SantillanSantillanP351‌‌‌,CIN,3,3,3.00,29,1,0,0,0,2,30.0,21,11,10,4,0,9,46,1.00,.186
351JohnJ SchreiberSchreiberP351‌‌‌,KC,4,3,3.66,59,0,0,0,2,5,51.2,48,23,21,1,4,20,46,1.32,.242
351BurchB SmithSmithP351‌‌‌,BAL,4,1,4.95,50,0,0,0,0,1,56.1,64,34,31,6,2,12,46,1.35,.288
362AdrianA HouserHouserP362‌‌‌,NYM,1,5,5.84,23,7,0,0,1,1,69.1,74,48,45,8,4,32,45,1.53,.272
362JustinJ LawrenceLawrenceP362‌‌‌,COL,4,4,6.49,56,0,0,0,2,6,59.2,73,52,43,9,7,33,45,1.78,.313
362YohanY RamírezRamírezP362‌‌‌,BOS,0,5,6.20,38,0,0,0,1,3,45.0,49,35,31,4,12,17,45,1.47,.280
365ValenteV BellozoBellozoP365‌‌‌,MIA,3,4,3.67,13,13,0,0,0,0,68.2,69,31,28,15,2,21,44,1.31,.256
365JoeyJ CantilloCantilloP365‌‌‌,CLE,2,4,4.89,9,8,0,0,0,0,38.2,35,22,21,6,0,15,44,1.29,.238
365PeteP FairbanksFairbanksP365‌‌‌,TB,3,3,3.57,46,0,0,0,23,27,45.1,36,20,18,4,0,17,44,1.17,.217
365DLD HallHallP365‌‌‌,MIL,1,2,5.02,13,7,0,0,0,0,43.0,48,26,24,6,4,21,44,1.60,.282
365SamS LongLongP365‌‌‌,KC,3,3,3.16,43,0,0,0,1,2,42.2,34,17,15,5,1,17,44,1.20,.218
365EmilioE PagánPagánP365‌‌‌,CIN,4,5,4.50,38,1,0,0,1,2,38.0,40,20,19,6,0,11,44,1.34,.278
365TannerT RaineyRaineyP365‌‌‌,WSH,0,0,4.76,50,0,0,0,0,0,51.0,47,28,27,8,4,29,44,1.49,.239
365ChrisC StrattonStrattonP365‌‌‌,KC,4,3,5.55,57,0,0,0,4,7,58.1,53,38,36,5,3,33,44,1.47,.248
373CamC BooserBooserP373‌‌‌,BOS,2,3,3.38,43,0,0,0,1,3,42.2,41,17,16,5,0,16,43,1.34,.250
373BryanB HoeingHoeingP373‌‌‌,SD,2,3,2.18,34,2,0,0,0,0,53.2,43,15,13,4,0,14,43,1.06,.219
373ZebbyZ MatthewsMatthewsP373‌‌‌,MIN,1,4,6.69,9,9,0,0,0,0,37.2,51,31,28,11,2,11,43,1.65,.311
373RobbieR RayRayP373‌‌‌,SF,3,2,4.70,7,7,0,0,0,0,30.2,20,16,16,6,6,15,43,1.14,.189
373PaulP SewaldSewaldP373‌‌‌,AZ,1,2,4.31,42,0,0,0,16,20,39.2,35,19,19,6,3,10,43,1.13,.232
378ChaseC AndersonAndersonP378‌‌‌,TEX,0,2,5.40,29,1,0,0,3,3,58.1,55,41,35,12,4,21,42,1.30,.242
378JesusJ TinocoTinocoP378‌‌‌,MIA,1,0,3.32,32,0,0,0,3,4,40.2,27,15,15,3,3,12,42,0.96,.184
378JordanJ WicksWicksP378‌‌‌,CHC,2,4,5.48,11,10,0,0,0,0,46.0,55,31,28,9,2,20,42,1.63,.291
381BrockB BurkeBurkeP381‌‌‌,LAA,2,1,5.82,34,1,0,0,0,1,34.0,37,22,22,4,2,16,41,1.56,.274
381IanI HamiltonHamiltonP381‌‌‌,NYY,0,1,3.82,35,0,0,0,1,2,37.2,37,17,16,2,3,14,41,1.35,.261
381AnthonyA MolinaMolinaP381‌‌‌,COL,1,1,6.79,35,1,0,0,0,2,59.2,72,46,45,5,2,22,41,1.58,.305
381MattM MooreMooreP381‌‌‌,LAA,5,3,5.03,51,0,0,0,1,2,48.1,39,31,27,11,2,26,41,1.34,.218
385JakeJ DiekmanDiekmanP385‌‌‌,NYM,2,3,5.63,43,0,0,0,4,7,32.0,23,24,20,7,4,24,40,1.47,.202
385JacobJ LatzLatzP385‌‌‌,TEX,2,3,3.71,46,0,0,0,0,3,43.2,39,20,18,6,1,27,40,1.51,.241
385MaxM ScherzerScherzerP385‌‌‌,TEX,2,4,3.95,9,9,0,0,0,0,43.1,40,20,19,7,1,10,40,1.15,.242
388KrisK BubicBubicP388‌‌‌,KC,1,1,2.67,27,0,0,0,1,4,30.1,26,12,9,2,0,5,39,1.02,.232
388EmersonE HancockHancockP388‌‌‌,SEA,4,4,4.75,12,12,0,0,0,0,60.2,62,37,32,12,6,19,39,1.34,.259
388JonathanJ HernándezHernándezP388‌‌‌,SEA,3,1,5.40,29,1,0,0,0,2,43.1,41,28,26,6,1,28,39,1.59,.256
388StephenS KolekKolekP388‌‌‌,SD,3,0,5.21,42,0,0,0,0,1,46.2,59,30,27,4,3,12,39,1.52,.303
388DanielD Lynch IVLynchP388‌‌‌,KC,2,0,3.32,16,3,0,0,1,1,43.1,29,17,16,6,4,14,39,0.99,.188
388T.J.T McFarlandMcFarlandP388‌‌‌,OAK,2,4,3.81,79,0,0,0,0,2,56.2,53,28,24,4,4,17,39,1.24,.252
388ChristianC ScottScottP388‌‌‌,NYM,0,3,4.56,9,9,0,0,0,0,47.1,45,24,24,8,2,12,39,1.20,.250
388ThyagoT VieiraVieiraP388‌‌‌,AZ,0,1,5.21,28,0,0,0,1,1,38.0,37,23,22,8,2,26,39,1.66,.252
396BrantB HurterHurterP396‌‌‌,DET,6,1,2.58,10,1,0,0,0,0,45.1,34,13,13,4,0,6,38,0.88,.204
396BryceB JarvisJarvisP396‌‌‌,AZ,1,2,3.19,44,0,0,0,0,0,59.1,52,25,21,6,5,33,38,1.43,.239
396JohnJ KingKingP396‌‌‌,STL,3,3,2.85,56,0,0,0,0,2,60.0,58,23,19,5,1,14,38,1.20,.258
396SamS MollMollP396‌‌‌,CIN,3,2,3.35,48,0,0,0,0,0,37.2,27,16,14,3,2,14,38,1.09,.201
396TaylerT SaucedoSaucedoP396‌‌‌,SEA,2,0,3.49,53,0,0,0,3,5,38.2,35,15,15,3,2,18,38,1.37,.240
396DevinD WilliamsWilliamsP396‌‌‌,MIL,1,0,1.25,22,0,0,0,14,15,21.2,10,3,3,1,2,11,38,0.97,.133
402SpencerS BivensBivensP402‌‌‌,SF,3,1,3.14,27,2,0,0,1,1,48.2,47,20,17,9,1,11,37,1.19,.250
402JeffreyJ SpringsSpringsP402‌‌‌,TB,2,2,3.27,7,7,0,0,0,0,33.0,34,12,12,5,1,11,37,1.36,.264
402ErikE SwansonSwansonP402‌‌‌,TOR,2,2,5.03,45,0,0,0,0,1,39.1,36,22,22,11,1,14,37,1.27,.235
405TyT BlachBlachP405‌‌‌,COL,3,8,6.94,20,12,0,0,0,1,71.1,103,55,55,17,6,18,36,1.70,.342
405BrendonB LittleLittleP405‌‌‌,TOR,1,2,3.74,49,0,0,0,1,4,45.2,41,21,19,7,1,19,36,1.31,.238
405SethS MartinezMartinezP405‌‌‌,HOU,3,2,3.59,44,0,0,0,1,1,52.2,49,24,21,7,4,18,36,1.27,.246
405KyleK MullerMullerP405‌‌‌,OAK,0,1,4.01,21,0,0,0,0,0,49.1,48,25,22,6,1,10,36,1.18,.255
405AdamA OllerOllerP405‌‌‌,MIA,2,4,5.31,8,8,0,0,0,0,42.1,43,25,25,7,2,22,36,1.54,.261
405KeeganK ThompsonThompsonP405‌‌‌,CHC,2,1,2.67,24,0,0,0,2,2,30.1,19,12,9,3,0,18,36,1.22,.178
411JoeJ KellyKellyP411‌‌‌,LAD,1,1,4.78,35,0,0,0,0,2,32.0,31,19,17,4,5,16,35,1.47,.261
411A.J.A MinterMinterP411‌‌‌,ATL,5,4,2.62,39,0,0,0,1,4,34.1,24,10,10,6,1,11,35,1.02,.198
411DrewD RasmussenRasmussenP411‌‌‌,TB,0,2,2.83,16,4,0,0,1,1,28.2,25,10,9,0,0,6,35,1.08,.229
411JordanJ WeemsWeemsP411‌‌‌,WSH,1,1,6.70,41,0,0,0,0,2,41.2,49,35,31,7,2,24,35,1.75,.288
415HansH CrouseCrouseP415‌‌‌,LAA,4,3,2.84,25,0,0,0,0,1,25.1,14,10,8,2,2,17,34,1.22,.161
415BraxtonB GarrettGarrettP415‌‌‌,MIA,2,2,5.35,7,7,1,1,0,0,37.0,40,24,22,5,5,4,34,1.19,.263
415EliE MorganMorganP415‌‌‌,CLE,3,0,1.93,32,0,0,0,0,0,42.0,30,11,9,4,1,11,34,0.98,.197
415ManuelM RodríguezRodríguezP415‌‌‌,TB,3,4,2.15,40,0,0,0,2,3,37.2,29,13,9,3,5,11,34,1.06,.212
415StevenS WilsonWilsonP415‌‌‌,CWS,1,6,5.71,40,0,0,0,0,1,34.2,29,29,22,8,3,26,34,1.59,.227
420AaronA AshbyAshbyP420‌‌‌,MIL,1,2,2.86,14,2,0,0,0,0,28.1,20,13,9,2,0,10,33,1.06,.187
420EduardE BazardoBazardoP420‌‌‌,SEA,2,0,4.88,23,0,0,0,0,0,27.2,20,15,15,2,0,9,33,1.05,.204
420BenB JoyceJoyceP420‌‌‌,LAA,2,0,2.08,31,1,0,0,4,4,34.2,26,8,8,1,4,14,33,1.15,.210
420KyleK LeahyLeahyP420‌‌‌,STL,1,1,4.07,33,0,0,0,1,1,48.2,40,23,22,4,1,10,33,1.03,.225
420StevenS MatzMatzP420‌‌‌,STL,1,2,5.08,12,7,0,0,0,0,44.1,49,28,25,7,2,15,33,1.44,.287
420StevenS OkertOkertP420‌‌‌,MIN,3,2,5.09,44,1,0,0,1,7,35.1,37,22,20,6,3,16,33,1.50,.266
420ColinC PochePocheP420‌‌‌,TB,1,2,3.86,43,0,0,0,2,4,37.1,30,16,16,7,0,13,33,1.15,.217
420ZachZ PopPopP420‌‌‌,TOR,2,4,5.59,58,0,0,0,1,4,48.1,45,36,30,9,2,19,33,1.32,.243
420QuinnQ PriesterPriesterP420‌‌‌,BOS,3,6,4.71,11,7,0,0,0,0,49.2,56,30,26,7,3,14,33,1.41,.277
420ChrisC RoycroftRoycroftP420‌‌‌,STL,1,2,4.19,27,0,0,0,0,1,34.1,31,19,16,2,4,17,33,1.40,.238
420GabeG SpeierSpeierP420‌‌‌,SEA,0,2,5.70,29,0,0,0,0,1,23.2,19,15,15,2,2,14,33,1.39,.226
420HunterH StrattonStrattonP420‌‌‌,PIT,2,1,3.58,36,0,0,0,1,3,37.2,37,17,15,3,3,7,33,1.17,.255
420AlexA WoodWoodP420‌‌‌,OAK,1,3,5.26,9,9,0,0,0,0,39.1,51,27,23,6,5,19,33,1.78,.323
433DannyD CoulombeCoulombeP433‌‌‌,BAL,1,0,2.12,33,0,0,0,1,2,29.2,15,7,7,3,0,5,32,0.67,.147
433KodyK FunderburkFunderburkP433‌‌‌,MIN,1,0,6.49,27,0,0,0,1,1,34.2,41,26,25,4,5,15,32,1.62,.301
433BradB KellerKellerP433‌‌‌,BOS,0,4,5.44,16,2,0,0,1,2,41.1,48,28,25,9,2,15,32,1.52,.274
433BryanB KingKingP433‌‌‌,HOU,1,0,2.39,28,0,0,0,0,0,26.1,20,7,7,1,3,10,32,1.14,.211
433LuisL MedinaMedinaP433‌‌‌,OAK,2,4,5.18,8,8,0,0,0,0,40.0,43,24,23,4,1,20,32,1.58,.276
438ScottS AlexanderAlexanderP438‌‌‌,OAK,1,3,2.56,45,0,0,0,0,3,38.2,31,14,11,3,2,15,31,1.19,.223
438JakeJ BirdBirdP438‌‌‌,COL,2,2,4.50,35,0,0,0,1,3,40.0,43,21,20,5,4,25,31,1.70,.279
438MasonM BlackBlackP438‌‌‌,SF,1,5,6.44,9,8,0,0,0,0,36.1,46,26,26,7,3,15,31,1.68,.309
438TimT HillHillP438‌‌‌,NYY,4,0,3.36,62,0,0,0,0,1,67.0,77,32,25,2,2,19,31,1.43,.289
438JackJ LeiterLeiterP438‌‌‌,TEX,0,3,8.83,9,6,0,0,0,0,35.2,44,39,35,7,3,17,31,1.71,.297
443JTJ ChargoisChargoisP443‌‌‌,SEA,3,1,2.23,36,0,0,0,0,2,36.1,24,9,9,6,2,13,30,1.02,.183
443TommyT HenryHenryP443‌‌‌,AZ,2,3,7.04,9,7,0,0,0,0,38.1,49,31,30,9,4,18,30,1.75,.312
445GrantG AndersonAndersonP445‌‌‌,TEX,0,1,8.10,23,0,0,0,1,2,26.2,33,24,24,11,1,10,29,1.61,.303
445NickN AndersonAndersonP445‌‌‌,KC,3,1,4.04,37,0,0,0,1,1,35.2,35,17,16,6,1,15,29,1.40,.259
445JhonyJ BritoBritoP445‌‌‌,SD,1,2,4.12,26,0,0,0,0,3,43.2,49,23,20,4,0,10,29,1.35,.283
445J.T.J GinnGinnP445‌‌‌,OAK,1,1,4.24,8,6,0,0,0,0,34.0,36,16,16,4,2,9,29,1.32,.275
445JayJ JacksonJacksonP445‌‌‌,MIN,1,2,7.52,20,0,0,0,0,0,26.1,28,24,22,7,0,9,29,1.41,.267
445WillW SmithSmithP445‌‌‌,KC,0,4,6.53,45,0,0,0,1,2,41.1,45,31,30,7,3,15,29,1.45,.273
445GeorgeG SorianoSorianoP445‌‌‌,MIA,1,1,6.75,22,0,0,0,1,4,29.1,27,23,22,7,4,13,29,1.36,.241
445WillW WarrenWarrenP445‌‌‌,NYY,0,3,10.32,6,5,0,0,0,0,22.2,33,27,26,5,1,10,29,1.90,.340
453AngelA ChivilliChivilliP453‌‌‌,COL,2,3,4.55,30,0,0,0,1,3,31.2,31,17,16,7,1,10,28,1.29,.254
453XzavionX CurryCurryP453‌‌‌,MIA,2,2,4.64,16,5,0,0,0,0,42.2,38,23,22,8,0,7,28,1.05,.232
453DavisD DanielDanielP453‌‌‌,LAA,1,4,6.23,6,6,0,0,0,0,30.1,39,22,21,5,1,6,28,1.48,.307
453LukeL LittleLittleP453‌‌‌,CHC,3,1,3.46,30,1,0,0,0,0,26.0,15,11,10,1,4,18,28,1.27,.174
453TimT MayzaMayzaP453‌‌‌,NYY,0,2,6.33,50,0,0,0,0,1,42.2,54,34,30,5,1,15,28,1.62,.309
453DarrenD McCaughanMcCaughanP453‌‌‌,MIA,0,0,6.21,12,5,0,0,2,2,42.0,53,32,29,9,6,15,28,1.62,.310
453TylerT PhillipsPhillipsP453‌‌‌,PHI,4,1,6.87,8,7,1,1,0,0,36.2,45,28,28,9,2,7,28,1.42,.300
460JeffJ CriswellCriswellP460‌‌‌,COL,1,0,2.75,13,0,0,0,0,0,19.2,20,6,6,4,1,9,27,1.47,.263
460SamS HentgesHentgesP460‌‌‌,CLE,0,0,3.04,25,0,0,0,0,0,23.2,18,8,8,3,0,5,27,0.97,.212
460CarlosC HernándezHernándezP460‌‌‌,KC,0,1,3.30,27,0,0,0,0,1,30.0,24,14,11,1,1,16,27,1.33,.220
460SpencerS HowardHowardP460‌‌‌,CLE,1,2,6.21,9,3,0,0,0,0,29.0,44,24,20,5,0,14,27,2.00,.344
460CristianC JavierJavierP460‌‌‌,HOU,3,1,3.89,7,7,0,0,0,0,34.2,30,16,15,4,0,19,27,1.41,.233
460RayR KerrKerrP460‌‌‌,ATL,1,2,5.64,10,2,0,0,0,0,22.1,29,14,14,4,3,7,27,1.61,.315
460EduardoE SalazarSalazarP460‌‌‌,WSH,0,1,2.76,26,0,0,0,0,0,29.1,34,11,9,2,1,14,27,1.64,.288
460DillonD TateTateP460‌‌‌,TOR,2,1,4.66,33,0,0,0,1,2,36.2,42,21,19,2,4,12,27,1.47,.286
460GusG VarlandVarlandP460‌‌‌,CWS,1,0,3.42,26,0,0,0,0,1,26.1,30,12,10,2,1,8,27,1.44,.283
469PrelanderP BerroaBerroaP469‌‌‌,CWS,1,0,3.32,17,0,0,0,0,0,19.0,15,7,7,2,1,13,26,1.47,.217
469FraserF EllardEllardP469‌‌‌,CWS,2,3,3.75,25,0,0,0,1,2,24.0,18,12,10,3,1,12,26,1.25,.212
469TannerT GordonGordonP469‌‌‌,COL,0,6,8.65,8,8,0,0,0,0,34.1,53,34,33,10,2,6,26,1.72,.356
469DaysbelD HernándezHernándezP469‌‌‌,ATL,3,0,2.50,16,0,0,0,0,1,18.0,10,6,5,0,1,10,26,1.11,.159
469JordanJ LeasureLeasureP469‌‌‌,CWS,0,2,6.32,33,0,0,0,2,6,31.1,32,22,22,6,1,18,26,1.60,.267
469RichardR LoveladyLoveladyP469‌‌‌,TB,3,6,4.46,35,0,0,0,2,4,34.1,34,18,17,3,2,11,26,1.31,.258
469AlekA ManoahManoahP469‌‌‌,TOR,1,2,3.70,5,5,0,0,0,0,24.1,17,16,10,5,4,8,26,1.03,.189
469NickN NastriniNastriniP469‌‌‌,CWS,0,7,7.07,9,8,0,0,0,0,35.2,32,33,28,7,1,36,26,1.91,.234
469KalebK OrtOrtP469‌‌‌,HOU,1,1,2.55,22,0,0,0,0,0,24.2,16,7,7,7,0,4,26,0.81,.180
469EthanE RobertsRobertsP469‌‌‌,CHC,1,1,3.71,21,0,0,0,0,0,26.2,31,11,11,3,1,10,26,1.54,.290
469ToukiT ToussaintToussaintP469‌‌‌,CWS,1,2,7.43,11,0,0,0,0,0,23.0,35,19,19,3,1,18,26,2.30,.361
469JakeJ WoodfordWoodfordP469‌‌‌,PIT,0,6,7.97,9,7,0,0,0,0,35.0,48,37,31,6,3,9,26,1.63,.314
469JustinJ WrobleskiWrobleskiP469‌‌‌,LAD,1,2,5.70,8,6,0,0,1,1,36.1,34,24,23,9,1,16,26,1.38,.248
482RyanR BrasierBrasierP482‌‌‌,LAD,1,0,3.54,29,4,0,0,0,2,28.0,22,12,11,3,0,5,25,0.96,.218
482YonnyY ChirinosChirinosP482‌‌‌,MIA,0,2,6.30,6,6,0,0,0,0,30.0,43,21,21,7,3,13,25,1.87,.339
482Jose A.J FerrerFerrerP482‌‌‌,WSH,1,0,3.38,31,0,0,0,1,2,32.0,27,12,12,1,2,6,25,1.03,.227
482DanyD JiménezJiménezP482‌‌‌,OAK,1,3,4.91,25,0,0,0,1,3,25.2,21,18,14,6,1,19,25,1.56,.223
482JackJ KochanowiczKochanowiczP482‌‌‌,LAA,2,6,3.99,11,11,0,0,0,0,65.1,68,30,29,7,8,10,25,1.19,.275
482RonR MarinaccioMarinaccioP482‌‌‌,NYY,1,0,3.86,16,0,0,0,0,1,23.1,18,11,10,4,3,10,25,1.20,.217
482ScottS McGoughMcGoughP482‌‌‌,AZ,1,3,7.44,26,2,0,0,0,2,32.2,34,30,27,6,1,21,25,1.68,.274
482SeanS Reid-FoleyReid-FoleyP482‌‌‌,NYM,1,2,1.66,23,0,0,0,0,1,21.2,13,10,4,0,0,14,25,1.25,.173
482TroyT TaylorTaylorP482‌‌‌,SEA,0,0,3.72,21,0,0,0,1,1,19.1,15,8,8,4,0,7,25,1.14,.203
482DrewD ThorpeThorpeP482‌‌‌,CWS,3,3,5.48,9,9,0,0,0,0,44.1,35,29,27,8,1,21,25,1.26,.212
482KyleK TylerTylerP482‌‌‌,MIA,0,2,5.40,8,7,0,0,0,0,31.2,37,19,19,4,1,18,25,1.74,.301
493HunterH BiggeBiggeP493‌‌‌,TB,0,0,2.60,19,1,0,0,1,1,17.1,17,5,5,2,0,5,24,1.27,.250
493MattM BowmanBowmanP493‌‌‌,BAL,1,0,4.40,25,1,0,0,0,0,30.2,26,15,15,5,2,13,24,1.27,.222
493ChrisC DevenskiDevenskiP493‌‌‌,TB,2,1,6.75,19,0,0,0,0,2,26.2,28,25,20,9,0,14,24,1.58,.259
493MattM FestaFestaP493‌‌‌,TEX,6,1,5.70,19,0,0,0,0,0,23.2,21,18,15,2,1,8,24,1.23,.233
493ClaytonC KershawKershawP493‌‌‌,LAD,2,2,4.50,7,7,0,0,0,0,30.0,36,19,15,2,2,9,24,1.50,.303
493JoséJ QuijadaQuijadaP493‌‌‌,LAA,2,2,3.26,22,0,0,0,0,2,19.1,12,9,7,1,2,17,24,1.50,.190
499KolbyK AllardAllardP499‌‌‌,PHI,2,0,5.00,7,4,0,0,0,0,27.0,34,15,15,5,0,8,23,1.56,.312
499BryanB BakerBakerP499‌‌‌,BAL,1,1,5.01,19,0,0,0,0,0,23.1,20,14,13,3,0,7,23,1.16,.235
499MarcoM GonzalesGonzalesP499‌‌‌,PIT,1,1,4.54,7,7,0,0,0,0,33.2,43,17,17,5,0,11,23,1.60,.312
499BrenanB HanifeeHanifeeP499‌‌‌,DET,1,1,1.84,21,3,0,0,0,1,29.1,27,7,6,2,0,6,23,1.13,.237
499MattM ManningManningP499‌‌‌,DET,0,1,4.88,5,5,0,0,0,0,27.2,31,15,15,3,0,12,23,1.55,.287
499YuniorY MarteMarteP499‌‌‌,PHI,0,0,6.92,23,0,0,0,0,1,26.0,34,22,20,5,0,15,23,1.88,.306
499RafaelR MonteroMonteroP499‌‌‌,HOU,1,2,4.70,41,0,0,0,0,3,38.1,35,21,20,8,3,19,23,1.41,.248
499DrewD SmithSmithP499‌‌‌,NYM,1,1,3.06,19,0,0,0,2,2,17.2,18,7,6,2,0,9,23,1.53,.265
507ColtenC BrewerBrewerP507‌‌‌,CHC,0,0,5.66,16,0,0,0,1,2,20.2,24,16,13,1,1,9,22,1.60,.293
507SeanS BurkeBurkeP507‌‌‌,CWS,2,0,1.42,4,3,0,0,0,0,19.0,12,4,3,2,0,7,22,1.00,.174
507J.P.J FranceFranceP507‌‌‌,HOU,0,3,7.46,5,5,0,0,0,0,25.1,31,21,21,5,1,12,22,1.70,.290
507GersonG GarabitoGarabitoP507‌‌‌,TEX,0,2,4.78,18,2,0,0,0,1,26.1,23,15,14,4,4,12,22,1.33,.240
507MichaelM KellyKellyP507‌‌‌,OAK,3,2,2.59,28,0,0,0,0,0,31.1,27,11,9,2,3,10,22,1.18,.241
507RhettR LowderLowderP507‌‌‌,CIN,2,2,1.17,6,6,0,0,0,0,30.2,25,4,4,0,0,14,22,1.27,.219
507AdamA MazurMazurP507‌‌‌,SD,1,3,7.49,8,8,0,0,0,0,33.2,40,28,28,6,2,21,22,1.81,.301
507WandyW PeraltaPeraltaP507‌‌‌,SD,3,2,3.99,46,0,0,0,0,1,38.1,33,19,17,6,5,13,22,1.20,.231
515LoganL AllenAllenP515‌‌‌,AZ,0,1,5.46,12,0,0,0,1,1,28.0,32,17,17,3,2,10,21,1.50,.281
515GiovannyG GallegosGallegosP515‌‌‌,STL,2,1,6.53,21,0,0,0,1,1,20.2,24,15,15,6,0,10,21,1.65,.286
515BrandonB HughesHughesP515‌‌‌,AZ,0,0,8.15,15,2,0,0,0,0,17.2,24,16,16,8,2,10,21,1.92,.316
